name;real_name;Creador;creation_date;superpowers;intelligence_score;strength_score;speed_score;durability_score;Creador;type_race;height ;weight ;has_telepathy;has_magic;has_immortality
Thomas Logan (paternal grandfather; deceased);Dark_Horse_Comics;17/1/42;;26;100;39;90;Bad;Human;204.04;124.66;0.0;0.0;1.0
Elizabeth Howlett (paternal grandmother; deceased);Marvel_Comics;9/6/82;;21;93;100;45;Neutral;Human;161.44;456.81;0.0;0.0;0.0
Elias Hudson & Frederick Hudson (grand-uncles; deceased);Dark_Horse_Comics;3/1/67;;25;15;36;68;Good;Other;57.56;609.67;0.0;1.0;0.0
James Howlett (father);;Other;6/8/15;;5;83;9;89;Neutral;God_Eternal;104.71;516.96;1.0;0.0;0.0
Itsu (mother; deceased);DC_Comics;15/12/40;;20;80;96;5;Good;Mutant;196.76;213.85;0.0;0.0;0.0
Akihira (adoptive father; deceased);DC_Comics;17/12/51;;34;29;95;71;Neutral;Human;26.18;314.78;0.0;0.0;0.0
Natsumi (adoptive mother; deceased);Other;10/8/37;;22;27;45;57;Bad;Other;196.26;60.78;0.0;1.0;1.0
Dog Logan (paternal uncle);;Other;2/5/58;;84;43;89;71;Neutral;Alien;246.65;261.87;0.0;0.0;0.0
John Howlett; Jr. (paternal uncle;Lego;6/6/85;;55;41;63;6;Neutral;God_Eternal;83.06;805.98;0.0;0.0;0.0
Damage Control;;Dark_Horse_Comics;8/9/66;Toxin and Disease Resistance, Weapon-based Powers, Weapons Master;8;79;74;33;Neutral;Human;28.17;503.47;0.0;1.0;0.0
Damien Darhk (CW);Damien Darhk;Shueisha;27/12/88;;56;76;11;95;Good;Other;192.47;155.21;0.0;0.0;0.0
Danny Cooper;;Shueisha;20/5/60;;50;10;7;92;Bad;Mutant;173.25;24.51;0.0;0.0;0.0
Dante;Dante Sparda;DC_Comics;24/6/71;;92;38;42;90;Neutral;Other;247.77;624.52;0.0;0.0;0.0
Danzō;;Other;15/5/37;Accelerated Healing, Adaptation, Agility, Animal Control, Durability, Energy Constructs, Energy Manipulation, Enhanced Sight, Hypnokinesis, Illusions, Intelligence, Marksmanship, Master Martial Artist, Master Tactician, Physical Anomaly, Plant Control, Reality Warping, Reflexes, Sealing, Stamina, Stealth, Summoning, Super Speed, Transformation, Vision - Heat, Wallcrawling, Weapon Creation, Weapons Master, Wind Control;96;5;81;91;Good;Mutant;285.85;392.27;0.0;0.0;0.0
Daphne Powell;Daphne Powell;Marvel_Comics;7/4/88;Telepathy;87;33;54;94;Bad;Alien;269.85;534.96;0.0;0.0;1.0
Daredevil (FOX);Matt Murdock;Dark_Horse_Comics;6/3/00;Agility, Echolocation, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Enhanced Touch, Peak Human Condition, Radar Sense;60;8;63;12;Good;Human;84.51;968.2;0.0;0.0;0.0
Dark Archer (CW);Malcolm Merlyn;DC_Comics;4/7/82;;14;32;82;35;Good;God_Eternal;70.72;464.65;0.0;1.0;0.0
Dark Beast;;Marvel_Comics;2/7/59;;88;33;88;39;Neutral;Human;197.54;626.63;1.0;0.0;0.0
Dark Elf Soldier;Dark Elf Soldier;Lego;19/7/17;Weapon-based Powers, Weapons Master;95;19;35;88;Neutral;Other;261.26;878.56;0.0;0.0;0.0
Dark Kahn;;Lego;25/8/39;Accelerated Healing, Agility, Astral Projection, Astral Trap, Astral Travel, Bloodlust, Cold Resistance, Durability, Endurance, Energy Armor, Energy Beams, Energy Blasts, Energy Constructs, Enhanced Senses, Fire Control, Force Fields, Heat Resistance, Intelligence, Intuitive aptitude, Invulnerability, Jump, Levitation, Longevity, Magic, Magic Resistance, Mind Blast, Mind Control, Natural Weapons, Necromancy, Omega Effect, Phasing, Possession, Power Augmentation, Power Cosmic, Power Nullifier, Reflexes, Spatial Awareness, Stamina, Super Speed, Super Strength, Telekinesis, Telepathy Resistance, Teleportation, Toxin and Disease Resistance, Weapon Creation, Weapons Master;58;63;80;36;Good;Human;56.91;731.86;0.0;0.0;0.0
Dark Phoenix (Venomized);Jean Grey;DC_Comics;22/1/62;;35;16;36;87;Neutral;God_Eternal;131.74;708.83;0.0;1.0;1.0
Darkhawk;Christopher Powell;Shueisha;6/1/53;;67;14;5;65;Neutral;Other;205.06;477.66;0.0;0.0;0.0
Darkman;Peyton Westlake;Other;21/2/20;;64;65;42;93;Good;Mutant;190.66;550.68;0.0;0.0;0.0
Darkstar;Laynia Petrovna;DC_Comics;9/7/94;;29;100;7;99;Good;Mutant;111.9;268.93;1.0;0.0;0.0
Darth Maul;Maul;Other;22/6/36;Accelerated Healing, Agility, Danger Sense, Darkforce Manipulation, Durability, Electrokinesis, Endurance, Energy Blasts, Enhanced Hearing, Enhanced Senses, Enhanced Smell, Force Fields, Illusions, Intelligence, Jump, Marksmanship, Master Martial Artist, Master Tactician, Peak Human Condition, Reflexes, Stamina, Stealth, Super Strength, Telekinesis, Telepathy, The Force, Weapons Master;7;39;50;56;Neutral;MetaHuman;201.31;680.12;0.0;1.0;0.0
Darth Nihilus;Unknown;Other;22/8/06;Absorption, Agility, Animal Control, Animation, Astral Projection, Clairvoyance, Darkforce Manipulation, Death Touch, Electrokinesis, Empathy, Energy Absorption, Energy Blasts, Energy Manipulation, Enhanced Senses, Force Fields, Grim Reaping, Illusions, Immortality, Invulnerability, Latent Abilities, Levitation, Matter Manipulation, Mind Control, Mind Control Resistance, Molecular Manipulation, Possession, Power Augmentation, Power Nullifier, Power Sense, Precognition, Reflexes, Regeneration, Resurrection, Self-Sustenance, Sonic Scream, Stamina, Super Speed, Super Strength, Telekinesis, Telepathy, Telepathy Resistance, The Force, Vitakinesis;49;23;36;64;Neutral;Other;37.83;390.31;0.0;0.0;0.0
Darth Nox;Remowa Alucard;Lego;25/6/55;Absorption, Accelerated Healing, Agility, Animal Control, Astral Projection, Astral Trap, Clairvoyance, Darkforce Manipulation, Duplication, Durability, Electrokinesis, Energy Absorption, Energy Blasts, Energy Manipulation, Enhanced Senses, Force Fields, Grim Reaping, Hypnokinesis, Illusions, Immortality, Insanity, Intelligence, Jump, Levitation, Magic, Matter Manipulation, Mind Control, Mind Control Resistance, Molecular Manipulation, Peak Human Condition, Possession, Power Absorption, Power Augmentation, Power Nullifier, Power Sense, Precognition, Reflexes, Stamina, Super Speed, Super Strength, Telekinesis, Telepathy, Telepathy Resistance, The Force;14;99;84;69;Bad;Alien;214.34;377.37;0.0;0.0;0.0
Darwin (FOX);Armando Muñoz;Shueisha;1/10/68;Ability Shift, Accelerated Healing, Adaptation, Changing Armor, Density Control, Durability, Fire Resistance, Heat Resistance, Invulnerability, Self-Sustenance, Stamina, Super Strength, Underwater breathing, Vision - Night;14;25;16;46;Bad;Alien;130.52;99.07;1.0;0.0;0.0
Dash;Dashiell Robert Parr;Lego;20/12/93;;94;20;45;51;Neutral;Alien;24.16;634.2;0.0;0.0;0.0
Data;Data;Shueisha;15/6/62;Agility, Cold Resistance, Durability, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Heat Resistance, Intelligence, Longevity, Omnilingualism, Reflexes, Super Speed, Super Strength, Technopath/Cyberpath;87;68;55;51;Bad;Mutant;277.67;962.09;0.0;0.0;1.0
David Cain;David Cain;DC_Comics;30/7/74;Agility, Intelligence, Weapon-based Powers, Weapons Master;35;58;30;46;Neutral;Mutant;65.13;520.52;0.0;0.0;0.0
Dazzler;Alison Blaire;Other;29/6/66;;47;15;59;27;Bad;Alien;299.16;102.01;0.0;1.0;0.0
Deacons Of The Deep;;Lego;28/4/56;Animation, Darkforce Manipulation, Energy Blasts, Fire Control, Insanity, Magic, Magic Resistance, Regeneration, Resurrection, Self-Sustenance, Stamina, Summoning, Toxin and Disease Control, Toxin and Disease Resistance;15;30;66;27;Neutral;Human;268.07;43.73;1.0;0.0;0.0
Deadpool;Wade Wilson;Other;14/9/99;;53;59;36;79;Neutral;Alien;259.02;282.15;0.0;0.0;0.0
Deadshot (CW);Floyd Lawton;Other;29/5/87;Agility, Durability, Marksmanship, Peak Human Condition, Reflexes, Stamina, Stealth, Weapon-based Powers, Weapons Master;78;55;89;6;Neutral;Alien;241.02;190.87;0.0;0.0;0.0
Deadshot (Injustice);Floyd Lawton;DC_Comics;13/4/92;Agility, Danger Sense, Intelligence, Marksmanship, Stamina, Stealth, Weapon-based Powers, Weapons Master;79;50;94;24;Neutral;Human;33.19;983.35;0.0;1.0;1.0
Deadshot (New 52);Floyd Lawton;DC_Comics;23/3/72;Agility, Enhanced Senses, Intelligence, Marksmanship, Peak Human Condition, Stamina, Stealth, Weapon-based Powers, Weapons Master;45;20;94;37;Neutral;Alien;50.3;507.15;0.0;0.0;0.0
Genevieve Lawton (mother; deceased);DC_Comics;11/9/05;;28;15;31;8;Good;God_Eternal;13.35;726.19;0.0;0.0;0.0
Edward Lawton (brother; deceased);Marvel_Comics;19/12/09;;24;36;63;49;Bad;MetaHuman;95.44;132.68;1.0;0.0;0.0
Zoe Lawton (daughter);;DC_Comics;2/11/51;;91;94;60;30;Good;Other;69.66;749.63;0.0;1.0;0.0
Suchin Lawton (daughter);,Male,Human,6'1 • 185 cm,202 lb • 91 kg,Brown,Brown,,/pictures2/portraits/10/050/16367.jpg?v=1553647056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0;Other;5/7/96;;58;49;85;9;Good;Human;85.18;811.18;0.0;0.0;0.0
Deadshot;Floyd Lawton;Shueisha;4/7/78;Marksmanship, Stamina, Stealth, Weapons Master;11;30;21;43;Good;Other;148.43;192.29;0.0;0.0;0.0
Dean Winchester;Dean Winchester;Shueisha;30/7/41;Agility, Intelligence, Marksmanship, Stamina, Stealth, Weapon-based Powers, Weapons Master;100;54;29;8;Bad;God_Eternal;134.65;101.03;0.0;0.0;0.0
Death Of The Endless;Death;Lego;2/7/92;;5;81;12;53;Bad;Other;265.75;370.43;1.0;0.0;0.0
Death Seed Archangel;Warren Worthington;Lego;25/10/70;;6;39;63;17;Neutral;Mutant;28.57;991.2;0.0;0.0;0.0
Death Seed Draken;Akihiro;Shueisha;20/10/90;Absorption, Accelerated Healing, Age Manipulation, Agility, Berserk Mode, Cold Resistance, Danger Sense, Durability, Endurance, Energy Absorption, Enhanced Senses, Fire Resistance, Heat Resistance, Invulnerability, Jump, Natural Armor, Pain Manipulation, Peak Human Condition, Radiation Immunity, Rage Power, Reflexes, Regeneration, Sealing, Stamina, Super Strength, Toxin and Disease Resistance, Weapon-based Powers;9;8;22;77;Good;Other;130.83;314.09;0.0;0.0;1.0
Deathlok (MCU);Michael Peterson;Marvel_Comics;18/6/90;Enhanced Senses, Intelligence, Regeneration, Stamina, Super Speed, Super Strength;67;87;66;94;Good;Human;245.15;275.62;0.0;0.0;0.0
Deathstroke (Injustice);Slade Wilson;Lego;15/11/88;Accelerated Healing, Agility, Dexterity, Durability, Endurance, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Explosion Manipulation, Intelligence, Jump, Longevity, Marksmanship, Master Martial Artist, Reflexes, Regeneration, Stamina, Stealth, Super Speed, Super Strength, Toxin and Disease Resistance, Weapon-based Powers, Weapons Master;85;60;93;13;Bad;Human;48.89;339.1;0.0;0.0;0.0
Deathstroke (New 52);Slade Wilson;Shueisha;24/12/99;Accelerated Healing, Agility, Durability, Enhanced Hearing, Enhanced Senses, Enhanced Smell, Intelligence, Longevity, Reflexes, Stamina, Stealth, Super Speed, Super Strength, Toxin and Disease Resistance, Weapon-based Powers, Weapons Master;74;100;65;52;Neutral;Human;179.16;375.56;0.0;0.0;0.0
Deathstroke;Slade Wilson;Other;13/8/19;;93;90;18;81;Good;God_Eternal;83.98;325.3;0.0;1.0;0.0
Dementor;;Shueisha;7/5/40;Accelerated Healing, Cryokinesis, Darkforce Manipulation, Flight, Immortality, Invulnerability, Magic, Power Absorption, Telepathy, Teleportation, Weather Control;96;86;74;16;Neutral;Mutant;55.31;511.05;1.0;0.0;0.0
Demogoblin;;Dark_Horse_Comics;17/12/95;;50;10;63;89;Bad;Mutant;232.99;504.57;0.0;0.0;0.0
Desaad;Unknown;Other;14/8/68;Agility, Danger Sense, Electrokinesis, Element Control, Empathy, Energy Absorption, Energy Beams, Enhanced Senses, Hypnokinesis, Illusions, Immortality, Longevity, Marksmanship, Mind Control, Reflexes, Stamina, Super Speed, Super Strength, Telepathy, Teleportation, Weapon-based Powers, Weapons Master;9;50;13;32;Neutral;Alien;66.94;946.51;0.0;0.0;0.0
Desmond Miles;Desmond Miles;Other;2/10/99;Adaptation, Agility, Danger Sense, Energy Manipulation, Illumination, Intelligence, Master Martial Artist, Mind Control, Reflexes, Spatial Awareness, Stamina, Stealth, Vision - Cryo, Weapons Master;47;43;55;11;Good;Mutant;208.51;56.65;0.0;1.0;1.0
Destroyer (MCU);;Shueisha;10/4/47;Cold Resistance, Durability, Energy Beams, Energy Blasts, Fire Resistance, Heat Resistance, Super Strength, Telepathy Resistance, Toxin and Disease Resistance, Vision - Heat;18;30;19;96;Good;Other;245.35;728.37;0.0;0.0;0.0
Destroyer;;Other;15/2/56;Agility, Cold Resistance, Energy Blasts, Energy Manipulation, Flight, Heat Generation, Heat Resistance, Invulnerability, Levitation, Magnetism, Molecular Manipulation, Power Suit, Size Changing, Stamina, Super Speed, Super Strength, Vision - Heat;19;85;54;45;Neutral;God_Eternal;166.59;823.48;0.0;0.0;0.0
Destruction Of The Endless;Destruction;Lego;20/12/08;Adaptation, Agility, Astral Projection, Astral Travel, Dimensional Awareness, Dimensional Travel, Durability, Energy Beams, Energy Constructs, Energy Manipulation, Energy Resistance, Flight, Immortality, Intelligence, Invulnerability, Matter Manipulation, Molecular Manipulation, Nigh-Omnipotent, Nigh-Omnipresent, Nigh-Omniscient, Probability Manipulation, Regeneration, Shapeshifting, Size Changing, Spatial Awareness, Spatial Manipulation, Stamina, Super Speed, Super Strength, Telepathy, Teleportation, Weapons Master;88;92;28;55;Good;MetaHuman;163.9;218.84;1.0;0.0;0.0
Detective Chimp;Bobo T. Chimpanzee;Marvel_Comics;27/12/77;Agility, Animal Attributes, Animal Oriented Powers, Durability, Endurance, Enhanced Memory, Enhanced Senses, Immortality, Intelligence, Intuitive aptitude, Longevity, Magic, Omnilingualism, Reflexes, Weapons Master;44;20;53;86;Neutral;Human;91.08;233.91;0.0;1.0;0.0
Detroit Steel;Lt. Doug Johnson III;Marvel_Comics;18/3/47;Fire Resistance, Flight, Heat Resistance, Intelligence, Jump, Super Strength, Toxin and Disease Resistance;97;29;29;12;Bad;God_Eternal;216.75;507.46;0.0;0.0;0.0
Devastator;Bruce Wayne;Other;7/5/88;;24;72;25;60;Bad;God_Eternal;158.74;342.92;0.0;0.0;0.0
Devilman;Akira Fudo;Shueisha;22/2/39;;31;61;91;86;Good;God_Eternal;46.73;765.74;0.0;0.0;0.0
Dilara;Dilara;DC_Comics;11/2/96;Agility, Darkforce Manipulation, Durability, Endurance, Insanity, Intelligence, Marksmanship, Peak Human Condition, Stamina, Stealth, Summoning, Weapons Master;32;58;33;61;Good;MetaHuman;131.61;597.06;1.0;0.0;0.0
DL Hawkins;Daniel Lawrence Hawkins;DC_Comics;12/10/81;Phasing;17;28;56;44;Bad;God_Eternal;79.68;586.64;0.0;0.0;0.0
Doc Green;Bruce Banner;DC_Comics;9/10/11;Accelerated Healing, Adaptation, Agility, Cold Resistance, Durability, Endurance, Energy Absorption, Energy Resistance, Fire Resistance, Heat Resistance, Immortality, Invulnerability, Jump, Longevity, Mind Control Resistance, Radiation Absorption, Radiation Immunity, Reflexes, Regeneration, Self-Sustenance, Stamina, Super Breath, Super Speed, Super Strength, Toxin and Disease Resistance;6;83;95;55;Neutral;God_Eternal;23.2;526.67;0.0;0.0;1.0
Doc Samson;Leonard Samson;Shueisha;10/7/54;Durability, Stamina, Super Strength;79;10;42;34;Good;Mutant;255.31;332.86;0.0;0.0;0.0
Doctor Double X;Dr. Simon Ecks;Lego;4/8/76;Astral Projection, Astral Travel, Energy Absorption, Energy Blasts, Energy Constructs, Energy Manipulation, Flight, Intelligence, Non-Physical Interaction, Physical Anomaly, Separation, Super Speed, Super Strength;41;80;84;13;Bad;MetaHuman;14.91;224.58;1.0;0.0;0.0
Doctor Mid-Nite;Dr Charles Mcnider;Lego;4/6/17;Agility, Animal Attributes, Animal Control, Animal Oriented Powers, Cryokinesis, Dexterity, Durability, Endurance, Enhanced Senses, Enhanced Sight, Gliding, Heat Generation, Peak Human Condition, Reflexes, Stealth, Vision - Night, Vision - Thermal, Weapon-based Powers;13;97;90;27;Bad;Other;72.75;157.49;0.0;0.0;0.0
Doctor Occult;Unknown;Dark_Horse_Comics;21/5/72;Absorption, Accelerated Healing, Age Manipulation, Agility, Anti-Gravity, Astral Projection, Astral Trap, Astral Travel, Clairvoyance, Cloaking, Cold Resistance, Density Control, Dexterity, Dimensional Travel, Durability, Element Control, Endurance, Energy Absorption, Energy Blasts, Energy Manipulation, Energy Resistance, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Enhanced Touch, Explosion Manipulation, Fire Control, Fire Resistance, Flight, Force Fields, Gravity Control, Heat Generation, Heat Resistance, Hypnokinesis, Illumination, Illusions, Intangibility, Intelligence, Intuitive aptitude, Invisibility, Levitation, Longevity, Magic, Magic Resistance, Memory Manipulation, Mind Blast, Mind Control, Mind Control Resistance, Non-Physical Interaction, Omnilingualism, Peak Human Condition, Phasing, Photographic Reflexes, Portal Creation, Precognition, Projection, Reflexes, Regeneration, Size Changing, Stamina, Stealth, Summoning, Super Strength, Telekinesis, Telepathy, Telepathy Resistance, Teleportation, Toxin and Disease Resistance, Weapon Creation, Weapon-based Powers, Weapons Master;58;17;31;20;Good;Other;200.65;268.53;0.0;0.0;0.0
Doctor Octopus (Shattered Dimensions);Serena Patel;Dark_Horse_Comics;27/12/36;Durability, Intelligence, Summoning, Super Speed, Super Strength;14;73;8;73;Good;MetaHuman;237.89;169.79;0.0;1.0;1.0
Doctor Octopus (SONY);Otto Octavius;Other;2/8/80;Agility, Durability, Intelligence, Power Suit, Reflexes, Stamina, Super Strength, Technopath/Cyberpath;24;87;81;58;Neutral;Alien;138.98;56.87;0.0;0.0;0.0
Doctor Octopus;Otto Octavius;Other;30/10/87;Agility, Intelligence, Marksmanship, Power Suit, Stamina, Super Speed, Super Strength, Technopath/Cyberpath, Wallcrawling, Weapon-based Powers;7;100;60;34;Bad;MetaHuman;50.29;292.85;0.0;0.0;0.0
Doctor Poison;Marina Maru;Marvel_Comics;17/3/61;Element Control, Intelligence, Terrakinesis, Toxin and Disease Control, Toxin and Disease Resistance, Weapons Master;44;59;17;55;Bad;God_Eternal;63.87;436.65;1.0;0.0;0.0
Doctor Sivana;Dr. Thaddeus Sivana, Sr.;Other;27/1/47;Dexterity, Duplication, Energy Beams, Energy Resistance, Enhanced Memory, Enhanced Senses, Enhanced Sight, Flight, Force Fields, Hypnokinesis, Intangibility, Intelligence, Intuitive aptitude, Magic, Mind Blast, Mind Control Resistance, Omnilingualism, Phasing, Power Suit, Resurrection, Size Changing, Super Strength, Telepathy Resistance, Teleportation, Time Travel, Vaporising Beams;99;31;71;86;Bad;Mutant;127.04;15.74;0.0;1.0;0.0
Doctor Strange (Classic);Stephen Strange;DC_Comics;8/4/07;;63;99;63;44;Neutral;Mutant;87.43;772.84;0.0;0.0;0.0
Domino (FOX);Neena Thurman;Other;21/6/92;Enhanced Senses, Marksmanship, Probability Manipulation, Reflexes, Weapons Master;72;56;7;66;Bad;Mutant;154.82;924.01;0.0;0.0;0.0
Domino;Neena Thurman;Marvel_Comics;20/4/42;;65;47;40;37;Good;God_Eternal;185.8;317.9;0.0;0.0;0.0
Donna Troy;Donna Hinckley Stacey Troy;Dark_Horse_Comics;14/3/84;Agility, Animal Control, Durability, Empathy, Flight, Force Fields, Intelligence, Invulnerability, Longevity, Marksmanship, Reflexes, Self-Sustenance, Stamina, Super Speed, Super Strength, Weapons Master;13;85;10;20;Neutral;Mutant;97.1;955.64;1.0;0.0;0.0
Doom Slayer;B.J. Blazkowicz IV;Other;14/3/72;;84;79;87;93;Good;Mutant;175.5;224.1;0.0;0.0;0.0
Doomguy;B.J. Blazkowicz IV;Other;25/8/04;Accelerated Healing, Agility, Berserk Mode, Damage Boost, Dexterity, Dimensional Travel, Durability, Durability Negation, Endurance, Enhanced Senses, Enhanced Sight, Explosion Manipulation, Fire Resistance, Heat Resistance, Immortality, Indomitable Will, Intelligence, Invulnerability, Longevity, Marksmanship, Master Martial Artist, Non-Physical Interaction, Projection, Rage Power, Reactive Power Level, Reflexes, Regeneration, Stamina, Statistics Amplification, Stealth, Super Speed, Super Strength, Teleportation, Toxin and Disease Resistance, Vehicular Mastery, Weapon-based Powers, Weapons Master;11;6;11;35;Neutral;Alien;95.07;167.93;0.0;0.0;1.0
Doomsday (Hunter Prey);Doomsday;Lego;8/2/64;Absorption, Accelerated Development, Accelerated Healing, Acrobatics, Adaptation, Agility, Attack Reflection, Berserk Mode, Changing Armor, Cold Resistance, Durability, Endurance, Energy Absorption, Energy Resistance, Enhanced Senses, Enhanced Sight, Fire Resistance, Heat Resistance, Immortality, Invulnerability, Jump, Longevity, Marksmanship, Mind Control Resistance, Natural Armor, Natural Weapons, Non-Physical Interaction, Physical Anomaly, Power Absorption, Power Nullifier, Power Sense, Projection, Radiation Immunity, Reactive Evolution, Reflexes, Regeneration, Resurrection, Self-Sustenance, Size Changing, Spatial Manipulation, Stamina, Stealth, Super Breath, Super Speed, Super Strength, Telepathy Resistance, Toxin and Disease Control, Toxin and Disease Resistance, Underwater breathing, Vision - Telescopic, Weapon-based Powers, Weapons Master;18;28;94;14;Good;Human;75.83;107.53;0.0;0.0;0.0
